t,phase,bat_volt,bat_curr,bat_soc,gps_nsats,gps_hdop,gps_innov,mag_field,mag_innov,yaw,mot1,mot2,mot3,mot4,att_err,vibe,lbl_battery,lbl_gps,lbl_compass,lbl_motor,flight_id,noise_scale,fault_set
0.0,0,24.45178020385168,37.37625549986327,0.9998606422582796,15,0.8951235737400814,0.6134394857028835,510.51473088592496,0.08450388064842698,359.8654269260171,1556.7839500001576,1551.8926509315909,1561.7355973832794,1546.5475479328004,1.870910015268188,1.4269669319632778,0,0,0,0,M117,1.68,battery+compass
0.1,0,24.554274173805517,42.97331144384907,0.9997151101950857,15,0.9374415717407257,0.054286313866317104,495.59617036669204,0.05282822375757861,359.83897187309884,1564.2679594873223,1578.8347458316211,1552.6499728313647,1562.4895788204274,2.5479934906622854,3.1553876305365653,0,0,0,0,M117,1.68,battery+compass
0.2,0,24.61358708623027,42.108175072560826,0.9995792477145548,15,0.9608791325864929,0.599789199815322,519.7658389003799,0.020197298230440048,0.053317745605428846,1555.8814644458087,1547.8611683365439,1551.1554281599092,1564.918229166786,4.82806778691275,1.0584520013721148,0,0,0,0,M117,1.68,battery+compass
0.30000000000000004,0,24.368149619455576,39.40717823311065,0.9994362813180407,17,1.048162438159669,0.8077850578201131,499.3740379891166,0.072491226149296,359.65614927640087,1543.7877893205361,1556.2437756773288,1507.9176215717303,1545.2219182135636,2.3982431604919237,2.010589665139441,0,0,0,0,M117,1.68,battery+compass
0.4,0,24.53776016138743,41.835677275631014,0.9992887119492113,17,0.9440031003098578,0.17534801715635184,508.3854849722332,0.08633500188391949,359.773624226795,1558.938805332342,1553.6185497903382,1557.5178598602467,1534.065572495043,1.524852718162414,2.3747384714513355,0,0,0,0,M117,1.68,battery+compass
0.5,0,24.55140983819751,39.645159265159975,0.9991459871964053,15,0.9193484495358157,0.20014271593809474,518.4868106498864,0.15052311101607585,359.9149943028934,1549.9322981609473,1560.597884931985,1563.8847733653165,1552.4793152081338,1.9404354171865752,2.598129213590068,0,0,0,0,M117,1.68,battery+compass
0.6000000000000001,0,24.40045373705099,44.640477765128175,0.9990015331852494,16,0.9201493034547152,0.5651530280678678,503.8310602310523,0.06268587890160356,359.8445136019786,1541.3058358666685,1558.2258930553483,1544.9397151628932,1562.9457436255734,1.812483874989037,1.6848506854077567,0,0,0,0,M117,1.68,battery+compass
0.7000000000000001,0,24.34989746156346,40.42622809492638,0.9988547623095151,17,0.8693500526177069,0.806853317783037,476.9395269890837,0.07793191485357624,359.04447275974456,1526.3023129773537,1553.7354974298428,1542.0182954134568,1565.1350216649769,3.20822398549786,2.7051335236032843,0,0,0,0,M117,1.68,battery+compass
0.8,0,24.484491587287224,43.82166094724228,0.9987115239263759,16,0.8269271774392868,0.8736669471240979,503.24085955706096,0.1393544638123684,358.63863098650575,1519.5353687342586,1563.1665994473474,1537.4401121323194,1557.115047416545,1.0615561267945859,3.8589372461357736,0,0,0,0,M117,1.68,battery+compass
0.9,0,24.48725927182191,42.832311298727014,0.9985657473475853,17,0.9159009462274194,0.5301440579207068,510.78522964617844,0.09587318635596165,358.5972963729647,1549.7727297152212,1552.5506222036688,1576.3193772446348,1526.0230159218577,2.3526036600117903,3.8398740394120208,0,0,0,0,M117,1.68,battery+compass
1.0,0,24.326160040696543,42.47999216020871,0.9984180451277955,16,0.9204717776785514,0.3577027816283862,495.9571605489812,0.1408416911922614,358.4711031261014,1520.9441872138023,1524.5670248031145,1540.6971397378811,1566.0766139237514,1.0707003919804894,2.326088854643775,0,0,0,0,M117,1.68,battery+compass
1.1,0,24.344203363016305,47.201870109213814,0.9982681102451679,15,0.9576600561978814,0.598177656319594,503.94269448654364,0.0400584824030214,358.19303752612933,1558.5183245245858,1548.1537663507863,1550.484252325795,1534.4133780422978,4.154492829983102,3.4692010245914426,0,0,0,0,M117,1.68,battery+compass
1.2000000000000002,0,24.401885038589192,40.031951055650474,0.998127094528533,17,0.9349970356235981,0.2560683267064867,520.7016567581672,0.12250609376512009,358.0419136661163,1558.9868032729373,1547.9300337641537,1543.9078354022183,1564.6566952531289,2.350637929125689,3.1219403745736622,0,0,0,0,M117,1.68,battery+compass
1.3,0,24.3741672695034,38.453588635182946,0.9979854157734478,17,0.8306041020233528,0.35449823143369014,495.72925941598834,0.05368343645374994,358.3829929572711,1533.6740876126064,1570.0784189233304,1550.4339965844451,1557.6990432377904,2.4133342680966074,2.4336615513329316,0,0,0,0,M117,1.68,battery+compass
1.4000000000000001,0,24.532612134475528,39.279131205984385,0.9978417693294395,17,0.8499727206231191,0.44872297402377104,499.6480943010956,0.0708809389442646,358.4717197439797,1562.0259114510454,1554.9717715661152,1540.5471184517312,1546.6788378238602,0.8800595969039584,2.6682839693817906,0,0,0,0,M117,1.68,battery+compass
1.5,0,24.54014112536082,42.825119575153536,0.9976930137993627,17,0.9467280208805335,0.5811747374802143,501.9979172383966,0.14287087080947022,358.5436620296759,1540.5288110810175,1530.0659948958241,1527.7074104153835,1543.1926584934909,0.9243861029270297,3.1243089270739697,0,0,0,0,M117,1.68,battery+compass
1.6,0,24.467553147762363,43.01929642339558,0.9975470251591264,17,0.8695930534831003,0.18137935066329028,503.8778473512713,0.09846793152301167,359.0470878303573,1559.358592527685,1529.1060649814958,1561.5294851065792,1529.5250441156545,0.9675418970052759,2.39403405660402,0,0,0,0,M117,1.68,battery+compass
1.7000000000000002,0,24.427628048972213,40.88679817844182,0.9973997973091968,16,0.9520333332116977,0.2805454992204028,508.9232670079464,0.1376461787783732,358.9174208648206,1557.5692340732592,1541.53004579588,1546.4188718851433,1533.8733299525024,0.5080398933500984,2.9374250725773297,0,0,0,0,M117,1.68,battery+compass
1.8,0,24.33551410904557,41.65779758817711,0.9972498958401133,15,0.9753554064532701,0.6458904382786211,484.5935770263962,0.09340740543368567,358.5542174474423,1534.294325216882,1560.2211223979089,1554.9690369151483,1535.183231188232,2.3414093847038338,3.0101815734974933,0,0,0,0,M117,1.68,battery+compass
1.9000000000000001,0,24.439250850028923,46.454788721522384,0.9970998620218706,17,0.858130199716505,0.9605189975349014,499.13128835553846,0.05501018712910037,358.4035388073941,1552.2080491536847,1541.4212638140523,1534.6158823224876,1561.2799301099637,0.7752238904975917,4.7440905399504105,0,0,0,0,M117,1.68,battery+compass
2.0,0,24.410435452631305,43.28350055166035,0.9969542722758186,15,1.0340848384798582,0.27287596143655446,513.4541437138381,0.15486821108855905,358.26535431978544,1543.0566251804646,1542.9181959187738,1543.0137901342362,1551.6620414577972,4.125408016072381,1.7865270526383727,0,0,0,0,M117,1.68,battery+compass
2.1,0,24.31734699692955,43.155102795830565,0.9968090591721844,17,0.935164463569128,0.3869983514084145,497.31482129462995,0.08266951989091861,358.24385738757843,1545.3956331319716,1537.8180841306869,1552.5164927658914,1531.9446698558256,2.8307610606603237,2.2467577432530255,0,0,0,0,M117,1.68,battery+compass
2.2,0,24.50692627675805,42.59061895424914,0.9966617432376004,15,0.8717415386672808,0.13105140086259798,504.1345077728936,0.07941501881566004,357.8431828659445,1548.8512801757074,1568.9556313281382,1561.9200445049887,1564.8486870703557,3.479967422992946,2.5676444035002683,0,0,0,0,M117,1.68,battery+compass
2.3000000000000003,0,24.522971058382634,42.01102285115181,0.9965218343021272,16,0.8599559721606576,0.8599771108615566,486.8812788176319,0.1950992987989088,358.0262500097143,1550.19067470316,1548.5832975961016,1544.1561151077815,1565.2853539368723,0.5055348866521009,3.907012237583177,0,0,0,0,M117,1.68,battery+compass
2.4000000000000004,0,24.30886993623449,36.267504968663005,0.9963820659584834,16,0.9348079040827568,0.1378384516141971,501.0554735519563,0.07910814145776923,357.85366778134244,1550.102451532926,1549.7591893785789,1536.2654030852186,1568.7810311527085,1.1282446230951326,2.8740534715035446,0,0,0,0,M117,1.68,battery+compass
2.5,0,24.36225138214132,41.38548468211612,0.9962422503926754,16,0.9915724856974899,0.4067152761301994,497.8313994825901,0.05880585452273675,358.1639485540995,1550.0161264172023,1544.5786428466974,1541.5346859153028,1533.6498307024838,2.425281467336642,3.5124852942095,0,0,0,0,M117,1.68,battery+compass
2.6,0,24.460686162891232,39.85155256640198,0.9961027936716266,15,0.9564615741451007,0.9578399255160581,499.2272655977213,0.05617680687272783,357.9463957762156,1566.298877647355,1552.3305711502878,1569.420120172386,1564.7467615958237,1.0690074206935596,4.949905497346048,0,0,0,0,M117,1.68,battery+compass
2.7,0,24.47126070492023,43.202533427979695,0.9959619433562988,15,0.8160927627273936,0.37188938773916763,486.31289483457846,0.027934400756693463,358.04993350327305,1518.9182748151118,1530.433432050443,1563.930807295521,1555.579748166268,0.8462393920309021,3.0829964367910474,0,0,0,0,M117,1.68,battery+compass
2.8000000000000003,0,24.340704002429955,40.10001451415287,0.9958221887739083,15,0.8687181692290799,0.5240906421459622,501.07361987357535,0.09555784389071234,357.9886857669451,1580.3277795446804,1551.5438100753581,1576.6733634491623,1552.3740698514862,2.268295810269164,1.8910944047714529,0,0,0,0,M117,1.68,battery+compass
2.9000000000000004,0,24.546264032549562,43.03723259457893,0.99567589742832,16,0.9241077923275711,0.362724625404258,507.7057359413572,0.07592275095329773,358.1390480893299,1563.5204170960164,1545.0591397803992,1541.996152671567,1531.9957164042648,1.9238153984953394,2.3007172799041125,0,0,0,0,M117,1.68,battery+compass
3.0,0,24.504835435915464,37.60581466603305,0.995534766944065,16,0.8821921425955641,0.36442682900001655,488.177232709882,0.09946064741288585,358.1734545432242,1563.5065953892815,1531.0033873976547,1563.5233320150703,1547.7561586638906,2.8863911147836396,2.8409765962980806,0,0,0,0,M117,1.68,battery+compass
3.1,0,24.403064145010575,39.109648727924025,0.9953877793029877,17,0.878551564553545,0.9098597506360714,509.74399020935135,0.040698720329897936,358.0901736590079,1531.8518036545424,1560.3276657728009,1536.302383562485,1566.824574541772,2.8044083526408787,3.4439021075770526,0,0,0,0,M117,1.68,battery+compass
3.2,0,24.554201620724196,43.57592272437262,0.9952414762168565,16,0.9132620173366481,0.5090388919978808,518.6957989198687,0.09855520217939694,358.2007694009941,1541.035199448635,1555.6373058821403,1530.8186448117588,1575.4494020417276,0.2981470807140919,2.6543904324635594,0,0,0,0,M117,1.68,battery+compass
3.3000000000000003,0,24.427654461639698,43.42531322357388,0.9950928690208602,16,0.893206765395024,1.1028743565751846,510.81172598863486,0.04130236593762985,358.0190646006639,1530.8644688446245,1541.787031735651,1533.5013047979137,1555.0838984625134,2.907436847658653,3.4713543836717404,0,0,0,0,M117,1.68,battery+compass
3.4000000000000004,0,24.4467349126138,43.13566352902158,0.9949463629708464,15,0.9256234503076917,1.0401986290524603,480.7473116047834,0.08823443195907985,357.3362160850093,1568.0079440792606,1542.0506950525594,1577.0513604710309,1539.7127578981651,1.4791419300283304,2.375283265900016,0,0,0,0,M117,1.68,battery+compass
3.5,0,24.47990705520072,39.03376509994633,0.9948029673512132,17,0.9470936149721703,0.5133421934182985,514.0717890647269,0.07324955594761379,357.31372070024554,1552.63124441324,1548.36011655003,1547.6254448695427,1515.7009369996651,1.107707184114567,2.6109170989022923,0,0,0,0,M117,1.68,battery+compass
3.6,0,24.32192333012116,44.752141288045266,0.9946551790910328,15,0.8453427352944698,0.4149216596848136,484.85033622072535,0.061939546824581124,357.40363852207435,1547.2431877728923,1536.5359088059506,1531.208283908389,1553.3175857329238,2.4231643571175274,2.2106819059150355,0,0,0,0,M117,1.68,battery+compass
3.7,0,24.421336497315355,42.95075087531356,0.9945100992479029,15,0.9864667616755971,0.32258777095834107,498.45100112309797,0.12225965863316912,357.62565937908005,1515.6764757505516,1557.8991399514416,1556.613110910639,1533.950638672746,2.0821913976928954,2.5844781446764373,0,0,0,0,M117,1.68,battery+compass
3.8000000000000003,0,24.31727586689396,39.84675838831417,0.994367268698057,17,0.952848453420633,0.3798882395738133,488.92160145749017,0.14124917710755214,357.92380597072747,1556.273986326627,1542.3680345679657,1545.0093149201589,1529.3445384017227,1.6515998241759422,2.880632316175556,0,0,0,0,M117,1.68,battery+compass
3.9000000000000004,0,24.3277088276129,36.38652173892437,0.9942277706489205,16,1.0086115076262805,0.9766022769583482,492.3030371301229,0.06656841747652112,357.5639431891657,1561.6971242464665,1547.495166519741,1555.7840072969764,1531.6163644305823,3.0674055684012917,2.3402461712843303,0,0,0,0,M117,1.68,battery+compass
4.0,0,24.40935124725069,43.273105338187506,0.9940816879843327,16,1.01622052021941,0.5380492338088885,496.0748171953386,0.14400326850825412,358.18785542156144,1546.5506201484557,1540.2534796586715,1547.808666797899,1533.641492455358,2.387455335861525,1.953140551226074,0,0,0,0,M117,1.68,battery+compass
4.1000000000000005,0,24.482755068230663,42.45926723564762,0.9939359726742951,17,0.8885054469780006,0.3778587311717276,478.1435985381377,0.10610917049822202,358.1570182092003,1532.0722821804027,1558.1444745925262,1524.824671000911,1528.1042217438005,2.933965410274749,1.483887550429365,0,0,0,0,M117,1.68,battery+compass
4.2,0,24.50136067365234,42.194517634011575,0.9937918895745597,16,1.0197203615046737,0.11973466160311,493.43145768854936,0.13171595845204637,358.3673802741863,1528.9024031552703,1551.6572865804173,1562.222727827067,1551.5161121805347,1.5381617978600366,3.827104767460369,0,0,0,0,M117,1.68,battery+compass
4.3,0,24.573883537216766,44.2333335793407,0.9936457289203557,16,0.8885602170126576,0.993921567681774,500.6893626537636,0.17010934436458422,358.2515628447856,1561.0510878099888,1553.761565411641,1547.4846716420486,1528.7067590871732,0.8491242188414552,3.171068105313939,0,0,0,0,M117,1.68,battery+compass
