t,phase,bat_volt,bat_curr,bat_soc,gps_nsats,gps_hdop,gps_innov,mag_field,mag_innov,yaw,mot1,mot2,mot3,mot4,att_err,vibe,lbl_battery,lbl_gps,lbl_compass,lbl_motor,flight_id,noise_scale,fault_set
0.0,0,24.340951910859193,39.87180727140844,0.9998586362872929,16,0.9609752260303587,0.3449170387278979,475.3989387491534,0.007985406171615477,1.0473457683365377,1549.6905898706693,1546.625783691675,1544.555323170876,1548.7376988011476,1.9645085985409598,2.9455937332716955,0,0,0,0,M100,1.66,motor+compass
0.1,0,24.38206282974465,44.897763149528956,0.9997132411064146,16,0.910669593569611,0.4910136275648116,500.2706689163389,0.054857691220894705,0.9830065765227357,1536.423765536601,1556.263834738146,1553.7072874628404,1563.3833115014859,1.1205607581264034,2.2632903671153772,0,0,0,0,M100,1.66,motor+compass
0.2,0,24.394602363357578,41.17322763218542,0.9995706313564345,16,0.8515903974123933,0.42401075692831086,523.2858238668566,0.07689194534063172,0.9132577460182767,1570.5765928461785,1539.32685476409,1540.033127386711,1532.202008095767,2.3666540378487593,2.4190682832845334,0,0,0,0,M100,1.66,motor+compass
0.30000000000000004,0,24.3471332553621,43.46010488663079,0.999419469151454,15,0.9005977517489864,0.8055859537435237,515.5012107707162,0.06300085457785413,0.8177317812048053,1529.5233435173516,1538.1977764656538,1566.0390284495902,1577.1182191072562,3.536793780533836,4.526067500678629,0,0,0,0,M100,1.66,motor+compass
0.4,0,24.528935604173057,42.619660614307236,0.9992750067654144,16,0.9097368618122713,0.10462410279546269,509.5685195813869,0.20297326966750534,0.3976353396443366,1553.2566304837321,1526.9635022855039,1526.2903280844976,1528.4615191281323,3.231396465862701,2.8123062024522643,0,0,0,0,M100,1.66,motor+compass
0.5,0,24.448505842975646,38.54220865349674,0.9991281904794291,17,0.8952582785753512,0.3771273954735101,507.4324331766157,0.11905528216798879,0.5076725675794563,1536.0380720546661,1574.1486484638335,1547.9417233444838,1554.1932722922122,3.0416641493342915,4.581632006836937,0,0,0,0,M100,1.66,motor+compass
0.6000000000000001,0,24.436433328944624,42.60214913035658,0.9989844571648296,16,0.8606584378321412,0.310367100659221,514.7985678241229,0.08726786672030809,0.500105740623304,1541.2826221069927,1571.2324081592924,1572.3900113404873,1542.867101323689,2.826319811435676,2.9036868453778264,0,0,0,0,M100,1.66,motor+compass
0.7000000000000001,0,24.530547689134938,40.433829586130145,0.9988417027605051,17,0.980644045074069,0.643000362054726,489.17125226657987,0.058801169121615746,0.8466286004127623,1544.3196326119821,1560.9912092816137,1561.6631295891284,1547.7397084195409,1.9236228174918983,3.1380691770338043,0,0,0,0,M100,1.66,motor+compass
0.8,0,24.41913727661508,40.958679628388424,0.9986986438054998,16,0.8300365074318414,0.5106109602846766,488.7699736670201,0.21471057111693792,1.020226020469095,1542.5097416172212,1549.6150012886399,1550.030106441261,1534.3382315345177,2.917765081280618,2.756105618839646,0,0,0,0,M100,1.66,motor+compass
0.9,0,24.3453234811983,43.79466275964916,0.9985505946294341,15,0.9028679249207705,0.6716257564561698,498.19670019398205,0.1087946645999952,1.1851715054298173,1571.335480310881,1554.2202217549302,1559.3045975403718,1558.8812735277456,1.3717956893426901,2.250530702786088,0,0,0,0,M100,1.66,motor+compass
1.0,0,24.448851676197343,43.41959705192226,0.9983995179456974,16,1.0000396592979315,1.0443981690716657,512.4202416257612,0.05969467357657085,1.4234630233259469,1537.5346729094392,1559.6020940763842,1533.0869802701925,1549.037895624128,3.5089153025040503,1.4362256379162743,0,0,0,0,M100,1.66,motor+compass
1.1,0,24.31212867681818,43.099225748440716,0.9982457090892779,17,0.9064662174105653,0.41009821347994396,496.07057751142605,0.17194450162944208,1.8509662379638254,1507.4994695608611,1550.3354978001837,1557.1370685836646,1577.1323637166834,3.2097417400123267,2.025460101704109,0,0,0,0,M100,1.66,motor+compass
1.2000000000000002,0,24.388376277671185,39.58555247428463,0.9981029559681462,15,0.9057197556805641,0.8269318069609732,481.76075357800505,0.023315277487018726,1.5381614402201977,1542.3745682407164,1560.8496095239457,1580.7373857670561,1537.6738211177494,2.604786763951464,2.0603022796726127,0,0,0,0,M100,1.66,motor+compass
1.3,0,24.465915051175273,46.297312563938796,0.9979528478172035,16,0.906870822654255,0.84997624414097,471.070807475009,0.12847775587204546,1.6132858919346675,1548.490064738453,1521.8479960114494,1551.7214608116706,1552.6786520506726,0.7131863044931678,2.7411747007885747,0,0,0,0,M100,1.66,motor+compass
1.4000000000000001,0,24.3690008269318,42.7597569095758,0.9978123463885737,15,0.8939097038997468,0.6553530933281472,513.8103374196321,0.2279486626600995,2.012204511150368,1540.714600621028,1561.9746676751508,1550.4379482607271,1541.623032587276,2.6166852236998333,1.911656740742468,0,0,0,0,M100,1.66,motor+compass
1.5,0,24.293141966214968,47.1999445324284,0.9976621417088611,16,0.901269157525292,0.6202702125917113,507.4002762522446,0.02016289701803803,2.0620887083746684,1551.136182167554,1528.390794643137,1565.7240653451572,1540.7951385909514,0.40052502390586203,2.596216943784249,0,0,0,0,M100,1.66,motor+compass
1.6,0,24.40857400939871,38.318126117105315,0.9975170363894603,17,1.032375645620871,0.1636554447565526,491.0621465438242,0.06023027620657482,2.230092775990552,1516.4672419295728,1545.4530345736364,1571.6494569305694,1546.5361888563343,2.044086206735777,3.039748115106492,0,0,0,0,M100,1.66,motor+compass
1.7000000000000002,0,24.44112186873768,39.41557257917133,0.9973788180317615,15,0.9498404332104733,0.11790139235187763,505.1623652720501,0.03918110681766387,2.0557902616534314,1560.5336238531381,1570.4204574813286,1560.9198332211824,1535.9365038242868,1.5592332335102501,3.128535603216386,0,0,0,0,M100,1.66,motor+compass
1.8,0,24.588450270071675,40.91486891993414,0.9972353487033897,16,0.8264841451194502,0.6577417556010869,513.9543624147868,0.0755884255613505,2.281056428064022,1561.9605083940055,1580.8296679962568,1558.7616967880824,1553.8549805907019,1.1940923304459905,1.9328426652042414,0,0,0,0,M100,1.66,motor+compass
1.9000000000000001,0,24.28048122370538,43.15813277933234,0.9970856485061304,16,0.9270526011497153,1.0884538618887043,506.16188097315336,0.039015902669099656,2.793224559291534,1540.9398686793365,1556.1926844915129,1545.5841756923537,1567.3382656551976,1.2482661501884238,0.979825582211479,0,0,0,0,M100,1.66,motor+compass
2.0,0,24.48203564739316,45.121394207596296,0.9969364475449121,16,1.0527630722986412,0.14929010832403972,500.31954424423685,0.0377698847492649,2.630732194503651,1534.3246987120126,1568.6573813482962,1522.4965026985417,1542.3515403457968,3.174479054528277,2.3989544142325094,0,0,0,0,M100,1.66,motor+compass
2.1,0,24.51012979971389,44.10500900667188,0.9967920908812687,17,1.0600733266455309,0.9163897058938857,522.3973140314669,0.07656849136355882,2.6593939117531575,1574.6847508843948,1550.3177058670851,1505.7754694151308,1553.3747121209144,1.6236625424413242,2.5812215544397357,0,0,0,0,M100,1.66,motor+compass
2.2,0,24.45963607484497,39.61019702316859,0.9966478219844666,15,0.8189838948372475,0.5410177037262689,506.2762532669809,0.12083633816774753,2.524767458997418,1552.3723012338617,1566.7373345657934,1546.023679505061,1575.2692574772295,1.0653767038345512,2.2176992439936116,0,0,0,0,M100,1.66,motor+compass
